Price,Apartment type,Metro station,Minutes to metro,Region,Number of rooms,Area,Living area,Kitchen area,Floor,Number of floors,Renovation
105000000,Secondary, Белорусская,6,Moscow,3,145,75.4,18.6,3,6,Designer
47000000,Secondary, Белорусская,9,Moscow,3,103.8,59,15,6,6,Without renovation
67990000,Secondary, Белорусская,6,Moscow,3,111,40,15.8,5,6,Designer
170000000,Secondary, Кропоткинская,10,Moscow,3,117,51,6,3,5,European-style renovation
224900000,Secondary, Спортивная,9,Moscow,3,237.2,157.1,17.2,14,14,Designer
52500000,Secondary, Алексеевская,11,Moscow,3,92,70,20,4,21,Cosmetic
38000000,Secondary, Ростокино,13,Moscow,3,109,75,25,35,58,Designer
95700000,Secondary, Китай-город,11,Moscow,3,86,54,8,2,9,Designer
22450000,Secondary, ВДНХ,7,Moscow,3,83.5,49.7,12.5,16,22,Without renovation
67000000,Secondary, Динамо,1,Moscow,3,104,74,20,3,15,Designer
17500000,Secondary, Филатов Луг,10,Moscow,3,77.1,38.8,13.5,22,25,Without renovation
41500000,Secondary, Раменки,5,Moscow,3,106.7,40,30,15,17,Cosmetic
46000000,Secondary, Минская,28,Moscow,3,70,12,12.4,2,14,Without renovation
179000000,Secondary, Спортивная,11,Moscow,3,141,73.4,18.3,3,15,Designer
222000000,Secondary, Спортивная,8,Moscow,3,237,157,26.2,14,14,Designer
39900000,Secondary, Аминьевская,8,Moscow,3,84.9,48.2,21,18,31,Designer
39000000,Secondary, Динамо,7,Moscow,3,75.7,40,5,7,17,Designer
51000000,Secondary, Давыдково,5,Moscow,3,112.3,58.9,15.9,16,25,Designer
145000000,Secondary, Спортивная,5,Moscow,3,97,51.2,14.7,7,18,Designer
86000000,Secondary, Фрунзенская,5,Moscow,3,97,72,15,5,14,Designer
100000000,Secondary, Улица 1905 года,7,Moscow,3,95,60,15,11,21,Designer
33999000,Secondary, Кунцевская,4,Moscow,3,95.5,65,14.5,29,29,Without renovation
36000000,Secondary, Шелепиха,13,Moscow,3,77,36,25,4,6,Designer
42700000,Secondary, Молодёжная,6,Moscow,3,110,60,11.5,36,40,Designer
100000000,Secondary, Беговая,5,Moscow,3,90.53,47.9,14.1,10,21,European-style renovation
115000000,Secondary, Минская,13,Moscow,3,121,66,15,16,39,Designer
24500000,Secondary, Бауманская,8,Moscow,3,68.5,38.8,9.1,4,6,Cosmetic
26000000,Secondary, Славянский бульвар,14,Moscow,3,62.5,38.6,6.4,3,12,Designer
56650000,Secondary, Динамо,17,Moscow,3,82.2,52.3,7.6,37,41,Without renovation
72000000,Secondary, Динамо,15,Moscow,3,91.4,61.9,7.1,10,41,Designer
115000000,Secondary, Новокузнецкая,16,Moscow,3,95.7,40,14.6,3,7,Designer
115732500,Secondary, Спортивная,6,Moscow,3,118.7,62.1,16.5,3,5,Without renovation
195000000,Secondary, Парк Культуры,5,Moscow,3,128,66.8,17.2,3,6,Designer
290000000,Secondary, Смоленская,13,Moscow,3,151,106,20,2,7,Designer
37500000,Secondary, Шелепиха,13,Moscow,3,73,22,12.7,12,30,Designer
99600000,Secondary, Спортивная,9,Moscow,3,83,52,10,7,13,European-style renovation
99600000,Secondary, Спортивная,8,Moscow,3,83,44.1,13.5,7,13,Designer
179000000,Secondary, Спортивная,11,Moscow,3,141,73.4,18.3,3,15,Designer
44000000,Secondary, Давыдково,17,Moscow,3,87,46.1,13.8,15,22,Without renovation
170000000,Secondary, Спортивная,10,Moscow,3,169,87.6,20.6,4,6,Without renovation
250000000,Secondary, Спортивная,8,Moscow,3,137,71.4,18,9,15,Designer
49899998,Secondary, Пушкинская,7,Moscow,3,75,50,9,1,7,Designer
55600000,Secondary, Комсомольская,10,Moscow,3,79.9,34.5,28,2,2,Designer
99000000,Secondary, Серпуховская,9,Moscow,3,120,35,16.6,2,14,Designer
131000000,Secondary, Беговая,5,Moscow,3,114,35,16.1,7,21,European-style renovation
238840000,Secondary, Трубная,5,Moscow,3,140,62,27,2,4,Designer
48000000,Secondary, Народное Ополчение,9,Moscow,3,82.5,31,16,31,53,Designer
40500000,Secondary, Народное Ополчение,10,Moscow,3,106.1,43.5,32.4,48,58,Without renovation
43500000,Secondary, Народное Ополчение,10,Moscow,3,105.6,62.7,15.6,11,53,Without renovation
120000000,Secondary, Киевская,15,Moscow,3,100,9.6,14.9,6,7,European-style renovation
144170000,Secondary, Фрунзенская,5,Moscow,3,111,58.3,15.8,6,8,Cosmetic
148070000,Secondary, Спортивная,7,Moscow,3,113.9,56.6,17,6,12,Without renovation
175000000,Secondary, Пушкинская,6,Moscow,3,188.5,97.4,22.2,3,4,Designer
27300000,Secondary, Технопарк,14,Moscow,3,90,41,13,3,9,Without renovation
33800000,Secondary, Преображенская площадь,7,Moscow,3,90.8,45.7,12.6,2,30,Cosmetic
45000000,Secondary, Павелецкая,17,Moscow,3,81.6,33.7,28.8,13,28,Without renovation
59850000,Secondary, Строгино,8,Moscow,3,126,65.8,17.1,3,29,European-style renovation
41000000,Secondary, Красные ворота,10,Moscow,3,94.1,7,14.4,4,5,Designer
43000000,Secondary, Народное Ополчение,10,Moscow,3,118.6,54.4,30.4,9,48,Without renovation
53000000,Secondary, Тверская,7,Moscow,3,93.8,68.8,20,4,14,European-style renovation
55000000,Secondary, Петровский Парк,16,Moscow,3,91,56,30,13,41,Without renovation
64000000,Secondary, Смоленская,6,Moscow,3,103,7,15.2,2,11,European-style renovation
72000000,Secondary, Аэропорт,12,Moscow,3,91,69,10,8,41,Designer
75000000,Secondary, Площадь Ильича,7,Moscow,3,105,67,14,3,13,Designer
99000000,Secondary, Краснопресненская,10,Moscow,3,130,80,25,4,13,Designer
124000000,Secondary, Курская,15,Moscow,3,135,79,18,2,11,European-style renovation
48990000,Secondary, Шелепиха,5,Moscow,3,85.5,29,13.7,36,51,Designer
75000000,Secondary, Белорусская,12,Moscow,3,126.3,66,17.1,3,18,Designer
145000000,Secondary, Фрунзенская,11,Moscow,3,95,75,12,7,14,Without renovation
205875000,Secondary, Третьяковская,7,Moscow,3,152.5,15,19.3,3,6,Designer
56000000,Secondary, Охотный ряд,11,Moscow,3,127.4,97.4,20,6,6,Designer
65000000,Secondary, Беговая,25,Moscow,3,75.3,37.3,13,17,21,Without renovation
115000000,Secondary, Деловой центр,2,Moscow,3,187,91,22.1,39,75,Designer
224900000,Secondary, Полянка,6,Moscow,3,163.7,15,20.2,4,6,Designer
23800000,Secondary, Волгоградский проспект,5,Moscow,3,80,40.1,16.7,22,30,European-style renovation
36000000,Secondary, Алексеевская,7,Moscow,3,92.9,48,20.3,5,17,Without renovation
113500000,Secondary, Деловой центр,4,Moscow,3,190,100,10,39,73,Designer
142440000,Secondary, Выставочная,15,Moscow,3,118.7,10,16.5,30,66,Without renovation
34000000,Secondary, Шелепиха,5,Moscow,3,72.2,47.2,8.4,4,30,Cosmetic
35490000,Secondary, Улица 1905 года,3,Moscow,3,98.5,40.2,19.7,3,4,European-style renovation
52000000,Secondary, Раменки,10,Moscow,3,133,69.4,17.6,15,52,Without renovation
56500000,Secondary, Динамо,9,Moscow,3,99,74,15,10,25,Designer
59000000,Secondary, Раменки,12,Moscow,3,76,40.6,12.9,15,51,Designer
182000000,Secondary, Парк Культуры,10,Moscow,3,184.6,16,21.9,2,8,Without renovation
46900000,Secondary, Молодёжная,7,Moscow,3,75,40.1,12.8,17,28,Designer
48500000,Secondary, Ростокино,13,Moscow,3,143.3,101.8,33.7,39,58,Designer
51000000,Secondary, Шелепиха,18,Moscow,3,98.2,58.2,16.9,18,19,Without renovation
60000000,Secondary, Тестовская,3,Moscow,3,90,65,15,32,78,Designer
97000000,Secondary, Деловой центр,2,Moscow,3,192,99.2,22.5,41,75,Designer
224900000,Secondary, Спортивная,9,Moscow,3,237.2,66.7,17.2,14,14,Without renovation
11990000,Secondary, Сходненская,16,Moscow,3,54,29.4,11.1,3,4,Without renovation
12900000,Secondary, Прокшино,13,Moscow,3,62,39.1,10,4,17,Without renovation
15500000,Secondary, Окружная,8,Moscow,3,72,38.5,12.6,6,8,Cosmetic
24800000,Secondary, Спортивная,4,Moscow,3,62,42,6.6,1,6,European-style renovation
27500000,Secondary, Спортивная,5,Moscow,3,62.7,41,9,2,5,Designer
31800000,Secondary, Рабочий посёлок,22,Moscow,3,93.5,61.3,17.1,11,29,Without renovation
64000000,Secondary, Тестовская,4,Moscow,3,98,51.7,14.7,33,78,Designer
74800000,Secondary, Славянский бульвар,23,Moscow,3,104,53,27,14,26,Without renovation
105000000,Secondary, Деловой центр,2,Moscow,3,192,99.2,22.5,37,75,Designer
44988700,Secondary, Минская,5,Moscow,3,71.2,41,6.2,2,14,European-style renovation
64500000,Secondary, Шелепиха,19,Moscow,3,84,63,16,12,19,Designer
128000000,Secondary, Улица 1905 года,7,Moscow,3,127.6,80,7,6,21,Designer
153000000,Secondary, Арбатская,6,Moscow,3,94,57,8,2,7,Designer
26700000,Secondary, Селигерская,11,Moscow,3,57.4,20,10,1,39,Designer
39500000,Secondary, Серпуховская,17,Moscow,3,81.25,40.6,27.4,6,18,Cosmetic
41500000,Secondary, Динамо,10,Moscow,3,77.2,50.9,8.4,5,12,Designer
42990000,Secondary, Динамо,6,Moscow,3,70,37.5,12.4,15,15,Designer
45000000,Secondary, Фили,15,Moscow,3,91.5,29.3,14.2,6,21,Designer
57000000,Secondary, Шелепиха,19,Moscow,3,99,7,14.8,2,19,Designer
64900000,Secondary, Деловой центр,11,Moscow,3,90,31.1,35.1,7,21,Without renovation
78000000,Secondary, Деловой центр,7,Moscow,3,100,52.7,14.9,39,53,Designer
190000000,Secondary, Ломоносовский проспект,22,Moscow,3,105.5,14,15.4,4,8,Designer
250000000,Secondary, Новокузнецкая,11,Moscow,3,142.8,30,18.5,6,8,Designer
12000000,Secondary, Саларьево,8,Moscow,3,63,45,7,1,9,European-style renovation
14450000,Secondary, Бибирево,14,Moscow,3,60.6,43.3,6,2,9,Cosmetic
14500000,Secondary, Печатники,4,Moscow,3,60,43.9,6.1,9,9,Designer
24287000,Secondary, Новогиреево,4,Moscow,3,84,44.6,13.6,11,22,European-style renovation
26500000,Secondary, Бульвар Рокоссовского,6,Moscow,3,80,55,15,19,24,European-style renovation
33500000,Secondary, Улица 1905 года,17,Moscow,3,77.2,59.5,10.5,11,22,Designer
36900000,Secondary, Филёвский парк,7,Moscow,3,82,55.5,12.2,3,5,Designer
41990000,Secondary, Парк Культуры,5,Moscow,3,78.2,40,20,2,7,European-style renovation
45000000,Secondary, Серпуховская,11,Moscow,3,107.3,67,10,22,29,Without renovation
45000000,Secondary, Шелепиха,12,Moscow,3,85.8,45.5,13.7,28,42,Without renovation
47900000,Secondary, Смоленская,7,Moscow,3,91,17,14.2,7,8,Designer
49990000,Secondary, Шелепиха,12,Moscow,3,89,47.1,14,30,37,Without renovation
50990000,Secondary, Шелепиха,12,Moscow,3,88.6,46.9,14,34,42,Designer
76000000,Secondary, Проспект Мира,5,Moscow,3,121,70.2,15.4,6,12,European-style renovation
82000000,Secondary, Аэропорт,10,Moscow,3,163.5,84,20,9,57,Designer
147213000,Secondary, Улица 1905 года,15,Moscow,3,148.7,77.3,18.9,4,20,Designer
190000000,Secondary, Ломоносовский проспект,4,Moscow,3,105.4,55.2,14,4,8,Designer
12800000,Secondary, Рязанский проспект,5,Moscow,3,60,37,8,9,9,European-style renovation
17650000,Secondary, Рязанский проспект,5,Moscow,3,60,40,14,4,17,Designer
24000050,Secondary, Профсоюзная,15,Moscow,3,55,29.9,11.2,7,8,European-style renovation
30800000,Secondary, Раменки,10,Moscow,3,68.5,36.8,12.3,7,52,Without renovation
32300000,Secondary, Кунцевская,4,Moscow,3,85,60,20,29,29,Without renovation
34000000,Secondary, Фили,18,Moscow,3,57,31,11.4,20,29,Designer
39200000,Secondary, Ботанический сад,11,Moscow,3,117.9,56.4,34.6,20,20,Without renovation
39700000,Secondary, Панфиловская,7,Moscow,3,88,20,13.9,8,18,Designer
41000000,Secondary, Динамо,1,Moscow,3,90,60,20,8,13,European-style renovation
44000000,Secondary, Беломорская,22,Moscow,3,103.8,54.6,15.2,2,21,Designer
45000000,Secondary, Выставочная,26,Moscow,3,79,10,13.2,15,20,Designer
46000000,Secondary, Аэропорт,14,Moscow,3,123.8,61.4,34,1,16,European-style renovation
49900000,Secondary, Петровский Парк,15,Moscow,3,66.3,43,6,13,37,Designer
55000000,Secondary, Улица 1905 года,4,Moscow,3,110,80,20,6,8,Designer
58000000,Secondary, Минская,7,Moscow,3,90,60,20,14,25,Without renovation
64000000,Secondary, Фили,13,Moscow,3,112,58.8,15.9,17,25,Designer
67000000,Secondary, Арбатская,7,Moscow,3,102.9,12.4,15.2,3,9,Cosmetic
70000000,Secondary, Улица 1905 года,3,Moscow,3,100.9,76.9,12.9,16,22,European-style renovation
69990000,Secondary, Цветной бульвар,6,Moscow,3,160,110,25,3,10,Designer
69900000,Secondary, Третьяковская,9,Moscow,3,102,10.7,15.1,7,9,European-style renovation
76000000,Secondary, Проспект Мира,5,Moscow,3,120.9,93,15,6,12,European-style renovation
93000000,Secondary, Третьяковская,11,Moscow,3,141.5,36,18.3,2,8,Without renovation
96000000,Secondary, Улица 1905 года,11,Moscow,3,100,52.7,14.9,7,18,Without renovation
99000000,Secondary, Белорусская,7,Moscow,3,126.6,66.1,17.1,6,27,Designer
115000000,Secondary, Деловой центр,4,Moscow,3,189,97.7,22.3,41,73,Designer
129990000,Secondary, Кропоткинская,7,Moscow,3,135,10,17.8,4,8,Designer
139000000,Secondary, Улица 1905 года,15,Moscow,3,100,52.7,14.9,18,21,Designer
160000000,Secondary, Парк Культуры,5,Moscow,3,114,8.4,16.1,2,6,European-style renovation
165000000,Secondary, Новокузнецкая,3,Moscow,3,135,80,20,4,12,Designer
194800000,Secondary, Киевская,5,Moscow,3,160,83,19.9,47,54,European-style renovation
27770000,Secondary, Парк Победы,3,Moscow,3,67.6,9,12.2,5,12,Without renovation
30500000,Secondary, Багратионовская,22,Moscow,3,60.1,20,11.6,8,30,Designer
33000000,Secondary, Нагатинский Затон,19,Moscow,3,65,29,22,15,16,Designer
33500000,Secondary, Крылатское,5,Moscow,3,94.1,49.7,14.4,20,23,Designer
47000000,Secondary, Щукинская,2,Moscow,3,130.2,10,17.4,6,17,Designer
59900000,Secondary, Раменки,11,Moscow,3,109,63,43.3,12,18,Designer
64999999,Secondary, Раменки,9,Moscow,3,113.1,18.4,16,3,21,Designer
99000000,Secondary, Парк Культуры,2,Moscow,3,106.4,10,15.4,5,6,Designer
115000000,Secondary, Новокузнецкая,3,Moscow,3,146,75.9,18.7,4,9,European-style renovation
139000000,Secondary, Беговая,25,Moscow,3,100,15,14.9,18,21,Designer
155000000,Secondary, Спортивная,10,Moscow,3,125.3,10,17,6,14,Without renovation
33400000,Secondary, Технопарк,14,Moscow,3,85,62.8,14.4,8,8,Cosmetic
35000000,Secondary, Аминьевская,2,Moscow,3,61,33,11.7,17,39,Designer
50000000,Secondary, Шелепиха,2,Moscow,3,108,24,15.6,12,53,Designer
84000000,Secondary, Смоленская,9,Moscow,3,212.4,182.4,25,5,17,Without renovation
153000000,Secondary, Арбатская,6,Moscow,3,94.1,48.1,14.4,2,8,Designer
86200000,Secondary, ЦСКА,7,Moscow,4,244.1,125.5,26.8,21,23,Cosmetic
73500000,Secondary, Раменки,13,Moscow,4,115,95,7,3,17,Designer
146000000,Secondary, Кропоткинская,5,Moscow,4,155,120,20,6,7,Designer
146000000,Secondary, Кропоткинская,3,Moscow,4,153,102,14,6,7,Designer
37990000,Secondary, Народное Ополчение,10,Moscow,4,94.5,49.9,14.5,20,58,Without renovation
145000000,Secondary, Белорусская,6,Moscow,4,200,103.2,23.2,4,6,Designer
159000000,Secondary, Улица 1905 года,15,Moscow,4,143,74.4,18.5,13,20,Designer
350000000,Secondary, Парк Культуры,6,Moscow,4,233.2,185,25,6,8,European-style renovation
169000000,Secondary, Библиотека и Ленина,4,Moscow,4,137,91,7,4,5,Designer
180000000,Secondary, Фрунзенская,10,Moscow,4,187,27,22.1,7,11,Without renovation
125000000,Secondary, Китай-город,11,Moscow,4,108.6,64,9,2,9,Designer
169000000,Secondary, Библиотека и Ленина,4,Moscow,4,137.6,74,12,4,5,Designer
350000000,Secondary, Парк Культуры,6,Moscow,4,249,150,15,2,6,Designer
59990000,Secondary, Народное Ополчение,10,Moscow,4,108.6,57,15.6,38,58,Designer
71000000,Secondary, Марьина Роща,6,Moscow,4,135.6,47.9,37.4,11,21,Without renovation
